名稱,人名ID,姓名,出生時間,辭世時間,字,號,原名,姓,諱名,筆名,幼名,學名,譜名,別號,居室名,泮名,共同筆名,其它名稱,翻譯的語言別,原民族群,祖籍,原籍,籍貫,出生地,辭世地點,性別,理論,作家簡介,圖像預覽,引用自,圖像權利註記,網站顯示區域,提要撰寫,朝代,年號,作品出處,宗教信仰,稱譽,當代相關研究,族群,維基數據,虛擬國際權威檔案,資料外部連結,備註,原始資料,最後修改時間,url
,PER1001,上官予,1924/11/20,2006/5/14,,,王志健,,,"舒林
舒靈
林桓
林翎",,,,,,,,,,,,,山西五寨,,,男,,上官予，男，本名王志健，另有筆名舒林、舒靈、林桓、林翎等，籍貫山西五寨，1924年11月20日生，1948年來臺，2006年5月14日辭世於臺北，享年82歲。臺灣大學政治學系畢業。曾任國民黨中央委員會編審委員，行政院文建會專門委員、研究委員，國家文藝基金管理委員會總幹事，世界新聞專科學校、輔仁大學文學院兼任教授。青少年時期即開始新詩創作，最早投稿於謝冰瑩主編的《黃河》。1945年創辦並主編《帶槍者》詩刊，抗戰前後並在《武漢日報》、《益世報》上發表新詩，來臺後，於1957年創辦及主編《今日新詩》月刊（1957年1月～1957年11月）。曾獲中華文獎會文藝獎、中國文藝協會新詩獎、嘉新文化學術優良著作獎、英國國際傳記中心國際詩人名人獎、中山文藝獎、國家文藝獎等獎項。上官予的創作文類有論述、詩、小說、劇本和傳記。詩集《春至》，全書37首，可各自獨立，亦可連貫一氣，是其顛峰之作。他的作品在詞藻和意象上是傳統中國的，在結構與手法上是十分現代的，以有韻律的速度發展主題。上官予於1993年7月，由正中書局出版其花費十年心血，論評自清末黃遵憲至1966年出生的女詩人戴寶珠等392家，計3577頁三巨冊，書名《中國新詩淵藪》，但卻因出書前未徵求入選人的同意，引發眾多入選詩作者的不滿，正中書局乃將發行市面的書全部收回，應為上官予此生最大的憾事。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER1001
,PER7458,上官寶倫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER7458
,PER6894,丸木俊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER6894
,PER6665,于民雄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER6665
,PER1003,于吉,1914/10/14,2002/7/30,,,俞棘,,,,,,,,,,,,,,,,浙江慈谿,,,男,,于吉，男，本名俞棘，籍貫浙江慈谿，1914年10月14日生，1949年前後來臺，2002年7月30日辭世，享年88歲。上海勞動大學社會系肄業。曾任《中華日報》編輯、副主筆、總編輯。于吉的創作文類以小說為主。內容則以所處的時代環境為背景，並深入探討當代人面對多變的環境下所產生的種種衝突，于吉曾說：「在我所寫的書中，以往我總是努力使所寫的題材，不要和時代脫節，希望筆桿的運走能和時代的脈搏一起跳動。在表現的手法上，我力求作品具有真實感。」,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER1003
,PER7005,于青,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER7005
,PER1004,于宥均,1970/10/7,0000-00-00,,,于冬梅,,,四月竹,,,,,,,,馬四少,,,,,山東泰安,臺灣桃園,,女,,于宥均，女，本名于冬梅，別號馬四少，筆名四月竹，籍貫山東泰安，1970年10月7日生於臺灣桃園。臺灣大學外文系畢業，臺灣大學外文系碩士。曾任大碩、碩士補教機構講師，恩楷出版社兼職編譯。現任宜蘭大學外文系兼任講師。曾獲九歌出版社「新人培植企畫」推薦。于宥均創作文類以小說為主，其創作以愛情的喜悲遇離、命運的執著苦惱為基調，企圖由慾念世界中參透了悟，深化主題與創作意念。此外亦翻譯外文書籍如《包法利夫人》等，及撰寫英語學習書籍《字源速記法》。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER1004
,PER1005,于玲玲,1946-00-00,0000-00-00,,,,,,,,,,,,,,,,,,,南京市,,,女,,于玲玲，女，籍貫南京市，1946年生，1949年前後隨家人來臺。國防醫學院護理學系畢業。曾任職於紐約州羅切斯特市綜合醫院外科加護病房。現旅居美國。于玲玲創作文類以散文為主。以簡明的短文，談論她身為女人及醫護人員兩種角色的點滴心得，貫穿其中的是一股充滿溫馨的人性關懷。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER1005
,PER5369,于浣非,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER5369
,PER7444,于記偉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER7444
,PER5563,于善祿,1970/11/3,,,,,,,,,,,,,,,,,,,,山東日照,臺北,,男,,于善祿，男，籍貫山東日照，1970年11月3日生於臺北。輔仁大學英國語文學系畢業，國立藝術學院（現臺北藝術大學）戲劇學系碩士，輔仁大學比較文學博士班肄業。曾任揚智出版社企畫部主任，中華戲劇學會理事、常務理事、祕書長，並曾擔任文化部、國藝會、兩廳院、臺北市文化局、臺北市藝文推廣處、臺北市文化基金會、臺北市客家文化基金會、臺北文學獎舞臺劇本獎、全球泛華青年劇本獎，及諸多劇團、大專院校主辦的劇本創作競賽評審、評議、評鑑委員。現任臺北藝術大學戲劇學系助理教授。于善祿創作文類以論述為主。擅長臺灣與西洋劇場史，於臺灣當代劇場及戲劇研究著力頗深，善以理論分析人物形象與戲劇結構，劇場生態、時空背景、社會脈絡亦為其書寫劇評時聚焦之處。近年主要研究領域為當代華文戲劇，對香港、澳門及新加坡劇場發展現況，有深入觀察。,,,,,,,,,,,,,,,,,于善祿，男，籍貫山東日照，1970年11月3日生於臺北。,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER5563
,PER1006,于夢霞,,,,,,,,,,,,,,,,,,,,,江蘇金壇,,,女,,,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER1006
,PER1007,于墨,1948/1/16,0000-00-00,,,吳國棟,,,,,,,,,,,,,,,,福建惠安,,,男,,于墨，男，本名吳國棟，籍貫福建惠安，1948年1月16日生。世界新聞專科學校畢業。曾為《臺灣日報》、《民族晚報》、《中國時報》記者，先後任《時報周刊》副總編輯、總編輯、副社長。2002年6月退休，現專職寫作。作品曾入選「六十六年短篇小說選」。于墨創作文類以小說為主，兼及報導文學。自1966年起，開始在各報刊、雜誌發表小說作品。其小說意象奇幻詭譎，對人生和世相有深刻的剖析，于墨用個人表現主義寫社會現實，寫出一種青春失落前的無力與無奈。目前陸續創作社會寫實報導及長篇小說。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER1007
,PER1008,于衡,1921/11/2,2005/12/18,衡之,,,,,夏簡,,,,,,,,,,,,,山東蓬萊,,,男,,于衡，男，字衡之，筆名夏簡，籍貫山東蓬萊，1921年11月2日生，1949年前後來臺，2005年12月18日辭世，享年85歲。長春大學法律系畢業，日本明治大學法學部研究院碩士。曾任吉林省教育廳祕書、長春大學講師，長春《中正日報》採訪主任，上海《大公報》駐瀋陽記者，臺灣《公論報》採訪主任，《香港時報》採訪副主任，《聯合報》採訪主任、副總編輯、駐日特派員、主筆等職，並擔任臺灣師範大學社教系、政治大學新聞系、臺灣大學圖書館系、中國文化大學新聞系兼任教授，輔仁大學教授，康寧護理專科學校董事長。1984至1986年間擔任立法委員。曾獲第一屆新聞採訪獎、國家文藝獎。于衡的創作文類有論述、散文、報導文學和傳記。在記者生涯中，以1953年代表《香港時報》赴滇緬游擊區，採訪李彌將軍反共游擊隊之新聞最為突出。創作主題大都是作者所親眼所見的、或是經歷的事物，以政治為經，以記者生涯為緯，希望確實寫到「語語有來歷，筆筆有根據」的程度，不渲染和誇大，以保持作品的真實性。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER1008
,PER1009,于還素,1920/5/30,1993-00-00,,,,,,"于歸
邊地榮
寒父
耶律歸",,,,,,,,,,,,,合江饒河,吉林阿城,,男,,于還素，男，筆名于歸、邊地榮、寒父、耶律歸，籍貫合江饒河，1920年5月30日生於吉林阿城，1949年前後來臺，1993年辭世於臺北，享年73歲。哈爾濱農業大學畢業，早年曾遊學美日。創辦劇藝團體，推展舞臺藝術，創辦《劇聲》雜誌，參與新聞工作，主持筆政，於長春創設《中山報》。來臺後，先後任中國文化研究所委員、歷史博物館美術委員會委員、國大代表，中國藝術評論人聯誼會召集人、主席，並發起「現代藝術季」，曾為《前衛》雜誌發行人，夢都中國國際圖書館館長，並曾執教於南美夢都大學。于還素的創作文類有詩和散文。身為藝評家、詩人、書法家和作家，介紹西方美學思想，文筆犀利，識斷獨到，編譯有《書道全集》。散文作品中有著對生命的歌頌，以及對自然的禮讚。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER1009
,PER1002,凡尼,1950/5/29,0000-00-00,,,陳麗卿,,,爾柔,,,,,,,,,,,,,臺灣雲林,,,女,,凡尼，女，本名陳麗卿，另有筆名爾柔，籍貫臺灣雲林，1950年5月29日生。高雄國際商專二年制會統科畢業。曾任記者、教師、《臺灣新聞報》專欄作家，並於《國語日報》、救國團等才藝班教習寫作及書法。現專事寫作，並為八方藝術學會顧問，高雄市文藝協會理事、中國書法學會常務理事。凡尼創作文類以散文及報導文學為主。寫作風格以淨化心靈的生活哲學為主，閒暇亦從事報導文學的寫作。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER1002
,PER6823,大仲馬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER6823
,PER1010,大荒,1930/1/2,2003/8/1,,,伍鳴皋,,,,,,,,,,,"虛谷
金鈴子
伍厚枝",,,,,安徽無為,,,男,,大荒，男，本名伍鳴皋，別號虛谷、金鈴子、伍厚枝，籍貫安徽無為，1930年1月2日生，1949年隨軍來臺，2003年8月1日辭世，享年74歲。臺灣師範大學國文專修科畢業。曾任陸軍士兵、中尉軍官、國中教師。1951年起，大荒對新文學發生濃厚的興趣，並開始嘗試習作與投稿。1955年與唐靜予等創辦《現代文藝》月刊（1955年1月～？），1972年加入「創世紀」詩社。大荒的創作文類有詩、散文、小說和劇本。在詩創作上，強調「長詩追求氣勢，短詩追求氣韻，而以主題『事件』為骨」。他曾把民間傳說《白蛇傳》，改編成長篇詩劇《雷峰塔》，為現代詩的內容與形式，尋求嶄新的方向。在小說創作上，鄧禹平言「簡勁，強力，貼切，率直」是大荒展現的四個重要特點。在散文創作上，早期充滿生命的哀傷，洋溢激動不安的情緒，自《山水大地》後，除了作者所「鍾情的大自然、難捨的戀舊癖還在」外，題材更形擴大，觀察更加細膩，呈現出雄渾的新境。詩評家沈奇曾謂大荒創作歷程「深入生命的各個時空，以良知、救贖、歷史情懷與現實關切為精神底背，以詩的方式對時代的文化狀況和生命狀況，作出深層次的介入和指涉。」而余光中對其得獎作品「感性生動，知性深沉」的評語，作為大荒創作的總評，似不為過。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER1010
,PER5564,大蒙,1948/3/20,,,,,,,,,,,,,,,,,,,,浙江義烏,北平（今北京）,,男,,大蒙，男，本名王英生，另有筆名紅塵客，籍貫浙江義烏，1948年3月20日生於北平（今北京），1949年隨父母來臺。政治作戰學校（現國防大學政治作戰學院）影劇系畢業。從事美術設計工作，現為大蒙工作室負責人、《乾坤詩刊》社務委員，長期擔任《乾坤詩刊》封面設計。中國文藝協會、中華民國新詩學會、中國詩歌藝術學會會員。曾獲時報文學獎新詩評審獎、全國優秀青年詩人獎、臺北市公車暨捷運詩文聯合徵文獎、《乾坤詩刊》20周年特別貢獻獎。大蒙創作文類以詩為主。從生活取材，觀照親情、愛情、年老及死亡等命題，運用生動的意象，書寫人生足跡與悲歡。此外，大蒙是「全方位藝術家聯盟」、「玩詩合作社」成員，善將詩作與圖像、動畫、聲音、裝置結合，使現代詩延伸為具多重視聽效果的跨界展演，作品如「聯副文學遊藝場」與之合作的「城市水族箱」行動藝術巡迴展。,,,,,,,,,,,,,,,,,大蒙，男，本名王英生，另有筆名紅塵客，籍貫浙江義烏，1948年3月20日生於北平（今北京），1949年隨父母來臺。,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER5564
,PER7452,大頭成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER7452
,PER1011,子于,1920/3/20,1989/7/4,,,傅禺,,,,,,,,,,,,,,,,天津市,遼寧開原,,男,,子于，男，本名傅禺，籍貫天津市，1920年3月20日生於遼寧開原，1948年9月來臺，1989年7月4日辭世，享年70歲。長春工業大學礦冶系畢業。曾任職於本溪煤礦，來臺後至建國中學任教，一直到1982年退休。曾獲聯合報文學獎小說獎。子于創作文類以小說為主，兼及散文。於1963年開始創作，作品表現上，以生活的時代為觀察對象，語言明潔精鍊，明快中帶俏皮，且富北國風味。作品觸及範圍廣泛，許多人與人之間的觀念隔絕、不相溝通的微妙狀態與人生的無可奈何，皆自然呈現。,,,,,,,,,,,,,,,,作家簡介本名「楊傅禺」改為「傅禺」,,1.69164E+12,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER1011
,PER1012,子玩,1961/1/14,0000-00-00,,,陳慧婉,,,,,,,,,,,,,,,,臺灣臺南,,,女,,子玩，女，本名陳慧婉，籍貫臺灣臺南，1961年1月14日生。臺灣大學動物系畢業，美國紐約大學電腦科學系碩士。曾任行政院藥物檢驗局技士，電腦公司電腦工程師。現旅居加拿大。曾獲《聯合報》文學獎短篇小說獎、梁實秋文學獎散文獎。子玩創作文類以小說為主。創作主題一方面是以幽默諷刺的手法描寫社會現實，另一方面則以抒情浪漫的筆觸描摹男女情感。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER1012
,PER1013,子敏,1924/10/10,2019/12/23,,,林良,,,,,,,,,,,,,,,,福建同安,廈門市,,男,,子敏，男，本名林良，籍貫福建同安，1924年10月10日生於廈門市，1946年來臺迄今，2019年12月23日辭世，享年96歲。臺灣師範大學國語專修科、淡江文理學院英文系畢業。曾任漳州國小教師、福建《青年日報》記者。來臺後，任臺灣國語推行委員，《國語日報》兒童版、《小學生半月刊》編輯、主編，並兼任臺灣師範大學講師。1964年，轉任《國語日報》出版部編譯主任，隔年主編臺灣省教育廳《小學生畫刊》。1966年至1993年，與何凡、洪炎秋在《國語日報》家庭版撰寫「茶話」專欄，並主持廣播節目。1972年任《國語日報》出版部經理，1974年任國立編譯館國小國語教科書編審委員，1993年起，先後任《國語日報》社長兼發行人、董事長，2005年4月退休。曾獲中國語文獎章、聯合國兒童基金會兒童讀物金書獎、中山文藝創作獎、中興文藝獎、國家文藝特別貢獻獎、信誼基金會兒童文學特別貢獻獎、楊喚兒童文學獎兒童文學特殊貢獻獎、金鼎獎終身成就獎等獎項。子敏創作文類包括論述、散文及兒童文學。第一篇短篇小說〈我們是六個〉，於1946年發表於福建廈門《青天》副刊。來臺後，以本名「林良」為兒童寫作至今。1965年，《國語日報》家庭版開設「茶話」專欄，由洪炎秋、何凡和子敏輪流撰寫，到此時才取名「子敏」。1993年，「茶話」專欄停刊，子敏改而續寫「夜窗隨筆」專欄。此後四、五十年間，「左手寫散文，右手寫兒童文學」，擅以「最自然的語言」書寫生活情趣及人間百態，幽默又富哲理地道出家庭生活景象，風格清新筆尖常帶「童趣」，被尊為兒童文學界的「長青樹」，成為年輕創作者景仰學習的對象。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER1013
